SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX,
3103,Creamware,NULL,NULL,NULL,1,NULL,10,11,0.18,4,10,NULL,NULL,NULL,NULL,
3103,Dolium,NULL,NULL,1,NULL,NULL,NULL,1,0.694,NULL,10,NULL,NULL,NULL,NULL,
3103,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,3,NULL,NULL,NULL,NULL,
3103,Impasto Chiaro Sabbioso,NULL,NULL,3,NULL,2,16,21,0.458,6,9,NULL,NULL,NULL,NULL,
3103,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.122,4,10,NULL,NULL,NULL,NULL,
3103,Mortarium,NULL,NULL,1,NULL,NULL,NULL,1,0.956,NULL,10,NULL,NULL,NULL,NULL,
3103,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.01,NULL,3,NULL,NULL,NULL,NULL,
3103,Painted Fineware,NULL,NULL,1,NULL,NULL,1,2,0.018,3,4,NULL,NULL,NULL,NULL,
3104,Commonware,NULL,NULL,NULL,NULL,NULL,3,3,0.032,2,4,NULL,NULL,NULL,NULL,
3104,Painted Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.014,NULL,4,NULL,NULL,NULL,NULL,
3105,Commonware,NULL,NULL,2,NULL,NULL,4,6,0.042,3,4,NULL,NULL,NULL,NULL,
3105,Creamware,NULL,NULL,NULL,1,NULL,3,4,0.03,3,4,NULL,NULL,NULL,NULL,
3105,Internal Slip Ware,NULL,NULL,NULL,NULL,1,1,2,0.09,4,9,NULL,NULL,NULL,NULL,
3106,Amphora,NULL,NULL,NULL,NULL,NULL,1,1,0.03,NULL,7,NULL,NULL,NULL,NULL,
3106,Creamware,NULL,NULL,NULL,NULL,NULL,5,5,0.086,4,6,NULL,NULL,NULL,NULL,
3106,Dolium,NULL,NULL,1,NULL,NULL,1,2,1.07,9,10,NULL,NULL,NULL,NULL,
3106,Internal Slip Ware,NULL,NULL,1,NULL,NULL,5,6,0.122,3,7,NULL,NULL,NULL,NULL,
3107,Architectural Element,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3107,Black Gloss,NULL,NULL,NULL,4,NULL,4,8,0.054,2,8,NULL,NULL,NULL,NULL,
3107,Bucchero,NULL,NULL,NULL,1,1,NULL,2,0.014,3,4,NULL,NULL,NULL,NULL,
3107,Creamware,NULL,NULL,NULL,NULL,1,7,8,0.146,3,7,NULL,NULL,NULL,NULL,
3107,Impasto,NULL,NULL,5,1,NULL,5,11,0.178,3,8,NULL,NULL,NULL,NULL,
3107,Impasto Chiaro Sabbioso,NULL,NULL,4,1,NULL,8,13,0.53,3,10,NULL,NULL,NULL,NULL,
3107,Impasto Rosso,NULL,NULL,1,NULL,3,5,9,0.37,4,10,NULL,NULL,NULL,NULL,
3107,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.021,4,4,NULL,NULL,NULL,NULL,
3107,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.3,8,9,NULL,NULL,NULL,NULL,
3107,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,NULL,NULL,NULL,NULL,
3107,Painted Fineware,NULL,NULL,NULL,NULL,2,3,5,0.05,3,7,NULL,NULL,NULL,NULL,
3108,Commonware,NULL,NULL,2,1,NULL,5,8,0.128,2,9,NULL,NULL,NULL,NULL,
3108,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,NULL,NULL,NULL,NULL,
3108,Lamp,NULL,NULL,1,NULL,NULL,NULL,1,0.002,NULL,3,NULL,NULL,NULL,NULL,
3109,Amphora,NULL,NULL,2,1,NULL,22,25,1.39,4,10,NULL,NULL,NULL,NULL,
3109,Creamware,NULL,NULL,2,NULL,2,17,21,0.268,2,7,NULL,NULL,NULL,NULL,
3109,Fineware,NULL,NULL,NULL,NULL,2,1,3,0.01,NULL,3,NULL,NULL,NULL,NULL,
3109,Lamp,NULL,NULL,NULL,1,2,3,6,0.08,3,7,NULL,NULL,NULL,NULL,
3109,Painted Creamware,NULL,NULL,2,NULL,NULL,2,4,0.042,3,5,NULL,NULL,NULL,NULL,
3110,Amphora,NULL,NULL,1,1,NULL,5,7,0.469,4,10,NULL,NULL,NULL,NULL,
3110,Black Gloss,NULL,NULL,6,NULL,4,4,14,0.188,2,6,NULL,NULL,NULL,NULL,
3110,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,NULL,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3110,Commonware,NULL,NULL,24,2,6,60,92,1.508,2,10,NULL,NULL,NULL,NULL,
3110,Creamware,NULL,NULL,2,1,1,31,35,0.736,2,10,NULL,NULL,NULL,NULL,
3110,Dolium,NULL,NULL,NULL,NULL,1,3,4,1.406,9,10,NULL,NULL,NULL,NULL,
3110,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,5,NULL,NULL,NULL,NULL,
3110,Impasto,NULL,NULL,2,NULL,NULL,5,7,0.188,3,7,NULL,NULL,NULL,NULL,
3110,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,1,3,5,0.212,2,5,NULL,NULL,NULL,NULL,
3110,Impasto Rosso,NULL,NULL,NULL,NULL,1,NULL,1,0.048,NULL,6,NULL,NULL,NULL,NULL,
3110,Internal Slip Ware,NULL,NULL,3,NULL,1,7,11,0.156,2,6,NULL,NULL,NULL,NULL,
3110,Lamp,NULL,NULL,NULL,NULL,NULL,3,3,0.01,3,4,NULL,NULL,NULL,NULL,
3110,Mortarium,NULL,NULL,7,NULL,1,2,10,6.325,NULL,10,NULL,NULL,NULL,NULL,
3110,Overpainted Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.066,NULL,10,NULL,NULL,NULL,NULL,
3110,Painted Creamware,NULL,NULL,NULL,NULL,NULL,2,2,0.152,5,7,NULL,NULL,NULL,NULL,
3110,Painted Fineware,NULL,NULL,1,NULL,NULL,2,3,0.024,2,5,NULL,NULL,NULL,NULL,
3110,Terra Sigillata,NULL,NULL,2,NULL,2,6,10,0.038,2,5,NULL,NULL,NULL,NULL,
3110,Thin Walled,NULL,NULL,NULL,2,1,1,4,0.034,3,7,NULL,NULL,NULL,NULL,
3111,African Cookware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Bucchero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Etruscan Red Figure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Fineware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Genucilia Plate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Internal Slip Ware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Painted Fineware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3111,Unguentarium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3112,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,1,0.002,3,3,NULL,NULL,NULL,NULL,
3112,Bucchero,NULL,NULL,2,NULL,NULL,NULL,2,0.006,3,3,NULL,NULL,NULL,NULL,
3112,Commonware,NULL,NULL,3,1,2,50,56,0.764,2,6,NULL,NULL,NULL,NULL,
3112,Creamware,NULL,NULL,NULL,1,NULL,3,4,0.028,2,4,NULL,NULL,NULL,NULL,
3112,Impasto Rosso,NULL,NULL,NULL,NULL,1,3,4,0.13,4,5,NULL,NULL,NULL,NULL,
3112,Painted Fineware,NULL,NULL,NULL,NULL,NULL,2,2,0.011,3,3,NULL,NULL,NULL,NULL,
3113,Amphora,NULL,NULL,NULL,NULL,NULL,2,2,0.062,6,7,NULL,NULL,NULL,NULL,
3113,Black Gloss,NULL,NULL,1,NULL,1,3,5,0.026,2,3,NULL,NULL,NULL,NULL,
3113,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.012,2,3,NULL,NULL,NULL,NULL,
3113,Commonware,NULL,NULL,8,1,1,20,30,0.392,2,6,NULL,NULL,NULL,NULL,
3113,Creamware,NULL,NULL,1,NULL,NULL,4,5,0.066,3,6,NULL,NULL,NULL,NULL,
3113,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,2,3,0.03,3,4,NULL,NULL,NULL,NULL,
3113,Impasto Rosso,NULL,NULL,NULL,1,NULL,5,6,0.168,2,6,NULL,NULL,NULL,NULL,
3114,Commonware,NULL,NULL,1,NULL,NULL,3,4,0.034,2,6,NULL,NULL,NULL,NULL,
3114,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
3114,Impasto,NULL,NULL,1,1,NULL,19,21,0.248,1,5,NULL,NULL,NULL,NULL,
3114,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.04,4,4,NULL,NULL,NULL,NULL,
3114,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
3115,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,NULL,NULL,NULL,NULL,
3115,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,3,4,NULL,NULL,NULL,NULL,
3115,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,5,5,NULL,NULL,NULL,NULL,
3116,Commonware,NULL,NULL,NULL,1,NULL,11,12,0.224,3,10,NULL,NULL,NULL,NULL,
3116,Dolium,NULL,NULL,3,NULL,NULL,5,8,2.84,NULL,10,NULL,NULL,NULL,NULL,
3117,Commonware,NULL,NULL,2,NULL,NULL,NULL,2,0.024,NULL,NULL,NULL,NULL,NULL,NULL,
3117,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,NULL,3,3,NULL,NULL,NULL,NULL,
3117,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.034,3,3,NULL,NULL,NULL,NULL,
3118,Amphora,NULL,NULL,NULL,4,NULL,69,73,3.67,1,10,NULL,NULL,NULL,NULL,
3118,Buccheroid Impasto,NULL,NULL,NULL,1,1,4,6,0.024,1,4,NULL,NULL,NULL,NULL,
3118,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.094,NULL,5,NULL,NULL,NULL,NULL,
3118,Creamware,NULL,NULL,3,3,4,66,76,0.824,2,10,NULL,NULL,NULL,NULL,
3118,Dolium,NULL,NULL,2,NULL,NULL,22,24,6.02,4,10,NULL,NULL,NULL,NULL,
3118,Fineware,NULL,NULL,1,NULL,NULL,6,7,0.036,2,5,NULL,NULL,NULL,NULL,
3118,Internal Slip Ware,NULL,NULL,5,NULL,NULL,10,15,0.44,2,10,NULL,NULL,NULL,NULL,
3118,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.008,2,3,NULL,NULL,NULL,NULL,
3118,Mortarium,NULL,NULL,NULL,NULL,NULL,4,4,1.915,7,10,NULL,NULL,NULL,NULL,
3118,Painted Commonware,NULL,NULL,NULL,NULL,NULL,2,2,0.012,2,5,NULL,NULL,NULL,NULL,
3118,Painted Creamware,NULL,NULL,5,NULL,3,10,18,0.14,3,6,NULL,NULL,NULL,NULL,
3118,Painted Fineware,NULL,NULL,4,NULL,NULL,10,14,0.032,2,4,NULL,NULL,NULL,NULL,
3119,Bucchero,NULL,NULL,NULL,NULL,1,4,5,0.016,3,4,NULL,NULL,NULL,NULL,
3119,Commonware,NULL,NULL,7,NULL,1,4,12,0.144,4,6,NULL,NULL,NULL,NULL,
3119,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,NULL,NULL,NULL,NULL,
3119,Impasto Rosso,NULL,NULL,3,NULL,4,9,16,0.454,3,7,NULL,NULL,NULL,NULL,
3119,Painted Fineware,NULL,NULL,1,NULL,NULL,2,3,0.01,2,3,NULL,NULL,NULL,NULL,
3123,Amphora,NULL,NULL,1,NULL,NULL,4,5,0.648,3,10,NULL,NULL,NULL,NULL,
3123,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.016,2,4,NULL,NULL,NULL,NULL,
3123,Bucchero,NULL,NULL,1,NULL,NULL,2,3,0.016,2,3,NULL,NULL,NULL,NULL,
3123,Commonware,NULL,NULL,4,NULL,2,6,12,0.352,2,10,NULL,NULL,NULL,NULL,
3123,Creamware,NULL,NULL,NULL,NULL,NULL,11,11,0.192,2,8,NULL,NULL,NULL,NULL,
3123,Dolium,NULL,NULL,NULL,NULL,NULL,4,4,1.285,6,10,NULL,NULL,NULL,NULL,
3123,Impasto,NULL,NULL,3,1,1,12,17,0.362,2,7,NULL,NULL,NULL,NULL,
3123,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,2,11,14,2.654,2,10,NULL,NULL,NULL,NULL,
3123,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.136,5,9,NULL,NULL,NULL,NULL,
3123,Internal Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,0.01,NULL,3,NULL,NULL,NULL,NULL,
3123,Painted Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.004,NULL,3,NULL,NULL,NULL,NULL,
3123,Unidentified Ceramic,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,4,NULL,NULL,NULL,NULL,
3124,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.476,4,8,NULL,NULL,NULL,NULL,
3124,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,0.346,8,10,NULL,NULL,NULL,NULL,
3124,Large Storage Container,NULL,NULL,NULL,NULL,3,25,28,2.825,5,10,NULL,NULL,NULL,NULL,
3126,Amphora,NULL,NULL,NULL,1,NULL,1,2,0.182,6,8,NULL,NULL,NULL,NULL,
3126,Buccheroid Impasto,NULL,NULL,1,1,1,NULL,3,0.036,2,6,NULL,NULL,NULL,NULL,
3126,Commonware,NULL,NULL,14,1,9,105,129,1.435,2,10,NULL,NULL,NULL,NULL,
3126,Cooking Stand,NULL,NULL,NULL,NULL,2,NULL,2,0.558,NULL,10,NULL,NULL,NULL,NULL,
3126,Creamware,NULL,NULL,2,1,2,80,85,1.08,2,10,NULL,NULL,NULL,NULL,
3126,Etruscan Red Figure,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,4,NULL,NULL,NULL,NULL,
3126,Large Storage Container,NULL,NULL,1,NULL,3,6,10,4.92,7,10,NULL,NULL,NULL,NULL,
3126,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,3,NULL,NULL,NULL,NULL,
3126,Painted Fineware,NULL,NULL,1,NULL,1,1,3,0.102,3,10,NULL,NULL,NULL,NULL,
3126,Thin Walled,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,3,NULL,NULL,NULL,NULL,
3128,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.014,6,6,NULL,NULL,NULL,NULL,
3128,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.054,3,4,NULL,NULL,NULL,NULL,
3129,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
3129,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.022,5,5,NULL,NULL,NULL,NULL,
3129,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.034,3,4,NULL,NULL,NULL,NULL,
3130,Impasto Rosso,NULL,NULL,NULL,NULL,1,3,4,0.162,4,8,NULL,NULL,NULL,NULL,
3130,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.8,11,NULL,NULL,NULL,NULL,NULL,
3131,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,4,0.328,5,10,NULL,NULL,NULL,NULL,
3131,Impasto Rosso,NULL,NULL,2,3,NULL,19,24,0.528,3,7,NULL,NULL,NULL,NULL,
3131,Large Storage Container,NULL,NULL,1,NULL,NULL,7,8,1.1,6,10,NULL,NULL,NULL,NULL,
3131,White On Red,NULL,NULL,NULL,NULL,NULL,2,2,0.062,4,5,NULL,NULL,NULL,NULL,
3132,Cooking Stand,NULL,NULL,NULL,NULL,NULL,4,4,0.112,4,5,NULL,NULL,NULL,NULL,
3132,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,5,NULL,NULL,NULL,NULL,
3132,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.04,NULL,5,NULL,NULL,NULL,NULL,
3134,Commonware,NULL,NULL,7,NULL,2,14,23,0.342,2,10,NULL,NULL,NULL,NULL,
3134,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.094,4,5,NULL,NULL,NULL,NULL,
3134,Creamware,NULL,NULL,1,1,2,18,22,0.232,2,10,NULL,NULL,NULL,NULL,
3134,Impasto,NULL,NULL,4,2,1,47,54,1.16,2,10,NULL,NULL,NULL,NULL,
3134,Impasto Chiaro Sabbioso,NULL,NULL,5,NULL,1,4,1,0.328,2,9,NULL,NULL,NULL,NULL,
3134,Impasto Rosso,NULL,NULL,4,2,1,18,23,0.636,2,10,NULL,NULL,NULL,NULL,
3134,Large Storage Container,NULL,NULL,1,NULL,NULL,8,9,1.14,3,10,NULL,NULL,NULL,NULL,
3134,Painted Fineware,NULL,NULL,1,NULL,1,NULL,2,0.014,3,4,NULL,NULL,NULL,NULL,
3134,Unguentarium,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,3,NULL,NULL,NULL,NULL,
3135,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,8,NULL,NULL,NULL,NULL,
3135,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.001,NULL,3,NULL,NULL,NULL,NULL,
3135,Impasto,NULL,NULL,2,NULL,NULL,24,26,0.32,2,7,NULL,NULL,NULL,NULL,
3135,Impasto Rosso,NULL,NULL,NULL,NULL,2,6,8,0.082,2,6,NULL,NULL,NULL,NULL,
3135,Large Storage Container,NULL,NULL,NULL,1,NULL,3,4,0.512,7,10,NULL,NULL,NULL,NULL,
3136,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3136,Fineware,NULL,NULL,NULL,NULL,NULL,2,2,0.001,NULL,3,NULL,NULL,NULL,NULL,
3136,Impasto,NULL,NULL,7,1,NULL,67,75,1.15,2,9,NULL,NULL,NULL,NULL,
3136,Impasto Rosso,NULL,NULL,NULL,NULL,1,16,17,0.26,3,8,NULL,NULL,NULL,NULL,
3136,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,3,NULL,NULL,NULL,NULL,
3136,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.116,5,6,NULL,NULL,NULL,NULL,
3136,White On Red,NULL,NULL,NULL,NULL,NULL,1,1,0.046,NULL,6,NULL,NULL,NULL,NULL,
3137,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.034,5,5,NULL,NULL,NULL,NULL,
3137,Impasto,NULL,NULL,5,1,NULL,28,34,0.558,3,8,NULL,NULL,NULL,NULL,
3137,Impasto Rosso,NULL,NULL,1,1,NULL,6,8,0.164,3,6,NULL,NULL,NULL,NULL,
3137,Painted Fineware,NULL,NULL,NULL,NULL,NULL,2,2,0.001,3,3,NULL,NULL,NULL,NULL,
3139,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,2,0.156,5,8,NULL,NULL,NULL,NULL,
3139,Large Storage Container,NULL,NULL,NULL,NULL,NULL,NULL,4,0.28,4,7,NULL,NULL,NULL,NULL,
3141,Cooking Stand,NULL,NULL,NULL,NULL,NULL,2,2,0.048,3,6,NULL,NULL,NULL,NULL,
3142,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.034,3,4,NULL,NULL,NULL,NULL,
3142,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.64,NULL,10,NULL,NULL,NULL,NULL,
3143,Buccheroid Impasto,NULL,NULL,1,NULL,1,1,3,0.02,3,4,NULL,NULL,NULL,NULL,
3143,Cooking Stand,NULL,NULL,NULL,NULL,NULL,1,1,0.022,NULL,4,NULL,NULL,NULL,NULL,
3143,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,4,0.028,2,3,NULL,NULL,NULL,NULL,
3144,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,2,0.104,5,7,NULL,NULL,NULL,NULL,
3144,Impasto Rosso,NULL,NULL,1,1,NULL,15,17,0.494,3,6,NULL,NULL,NULL,NULL,
3144,Large Storage Container,NULL,NULL,NULL,NULL,NULL,NULL,1,0.222,NULL,10,NULL,NULL,NULL,NULL,
3145,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
3145,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,9,0.17,3,6,NULL,NULL,NULL,NULL,
3145,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.074,3,4,NULL,NULL,NULL,NULL,
3145,Painted Fineware,NULL,NULL,2,NULL,NULL,NULL,2,0.032,3,7,NULL,NULL,NULL,NULL,
3148,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
3148,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3148,Impasto Rosso,NULL,NULL,1,NULL,NULL,8,9,0.068,2,5,NULL,NULL,NULL,NULL,
3148,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,3,NULL,NULL,NULL,NULL,
3150,Amphora,NULL,NULL,NULL,1,NULL,NULL,1,0.132,6,6,NULL,NULL,NULL,NULL,
3150,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.184,4,9,NULL,NULL,NULL,NULL,
3150,Large Storage Container,NULL,NULL,1,NULL,NULL,1,2,1.505,11,NULL,NULL,NULL,NULL,NULL,
3151,Cooking Stand,NULL,NULL,NULL,NULL,NULL,5,5,0.154,4,6,NULL,NULL,NULL,NULL,
3151,Impasto Rosso,NULL,NULL,NULL,1,1,21,23,0.544,3,6,NULL,NULL,NULL,NULL,
3151,Large Storage Container,NULL,NULL,NULL,NULL,NULL,4,4,0.29,5,7,NULL,NULL,NULL,NULL,
3153,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,NULL,NULL,NULL,NULL,
3153,Impasto Rosso,NULL,NULL,1,NULL,NULL,20,21,0.378,2,8,NULL,NULL,NULL,NULL,
3153,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.08,6,6,NULL,NULL,NULL,NULL,
3158,Impasto Rosso,NULL,NULL,NULL,NULL,1,5,6,0.042,2,5,NULL,NULL,NULL,NULL,
3162,Impasto,NULL,NULL,2,NULL,NULL,5,7,0.178,2,9,NULL,NULL,NULL,NULL,
3164,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,4,NULL,NULL,NULL,NULL,
3164,Impasto,NULL,NULL,NULL,1,NULL,7,8,0.17,2,7,NULL,NULL,NULL,NULL,
3164,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.1,3,5,NULL,NULL,NULL,NULL,
3164,Large Storage Container,NULL,NULL,NULL,NULL,NULL,NULL,4,0.482,6,10,NULL,NULL,NULL,NULL,
3164,White On Red,NULL,NULL,1,NULL,NULL,NULL,1,0.032,NULL,4,NULL,NULL,NULL,NULL,
3165,Large Storage Container,NULL,NULL,NULL,NULL,1,NULL,1,0.304,NULL,10,NULL,NULL,NULL,NULL,
3165,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3166,Cooking Stand,NULL,NULL,NULL,NULL,NULL,30,30,1.445,4,11,NULL,NULL,NULL,NULL,
3166,Impasto,NULL,NULL,81,17,11,737,846,12.6,2,11,NULL,NULL,NULL,NULL,
3166,Impasto Rosso,NULL,NULL,16,3,3,99,121,2.56,2,11,NULL,NULL,NULL,NULL,
3166,Large Storage Container,NULL,NULL,1,NULL,NULL,38,39,2.492,4,11,NULL,NULL,NULL,NULL,
3166,Painted Fineware,NULL,NULL,2,NULL,NULL,13,15,0.038,2,4,NULL,NULL,NULL,NULL,
3166,White On Red,NULL,NULL,NULL,NULL,NULL,3,3,0.058,3,5,NULL,NULL,NULL,NULL,
3167,Cooking Stand,NULL,NULL,NULL,NULL,NULL,14,14,9.956,3,5,NULL,NULL,NULL,NULL,
3167,Impasto Rosso,NULL,NULL,7,NULL,7,42,56,1.362,2,11,NULL,NULL,NULL,NULL,
3167,Large Storage Container,NULL,NULL,1,NULL,NULL,25,26,4.965,4,11,NULL,NULL,NULL,NULL,
3167,White On Red,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.048,2,3,NULL,NULL,NULL,NULL,
3168,Impasto,NULL,NULL,1,NULL,NULL,44,45,0.466,2,7,NULL,NULL,NULL,NULL,
3168,Impasto Rosso,NULL,NULL,2,NULL,NULL,5,7,0.076,2,5,NULL,NULL,NULL,NULL,
3168,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3171,Cooking Stand,NULL,NULL,NULL,NULL,NULL,93,93,3.1,3,10,NULL,NULL,NULL,NULL,
3171,Fineware,NULL,NULL,1,NULL,NULL,3,4,0.008,1,3,NULL,NULL,NULL,NULL,
3171,Impasto,NULL,NULL,75,23,11,683,792,12.208,2,11,NULL,NULL,NULL,NULL,
3171,Italo Geometric,NULL,NULL,1,1,NULL,NULL,2,0.001,2,3,NULL,NULL,NULL,NULL,
3171,Large Storage Container,NULL,NULL,NULL,NULL,NULL,43,43,5.576,5,11,NULL,NULL,NULL,NULL,
3171,White On Red,NULL,NULL,4,1,NULL,14,19,0.246,3,6,NULL,NULL,NULL,NULL,
3175,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,4,NULL,NULL,NULL,NULL,
3175,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.08,3,6,NULL,NULL,NULL,NULL,
3175,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,5,NULL,NULL,NULL,NULL,
3176,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,NULL,NULL,NULL,NULL,
3179,Cooking Stand,NULL,NULL,NULL,NULL,NULL,7,7,0.022,4,10,NULL,NULL,NULL,NULL,
